Title,Sender,Sender Email,Date
You are Eligible for Free Amazon Business Account,Amazon Business <no-reply@business.amazon.in>,no-reply@business.amazon.in,"Wed, 15 Feb 2023 13:14:32 +0000"
Your Free Forex Card is Ready!,Goibibo <noreply@content.goibibo.com>,noreply@content.goibibo.com,"Wed, 15 Feb 2023 18:14:30 +0530"
Want to work at BD?,=?UTF-8?B?TGlua2VkSW4=?= <linkedin@e.linkedin.com>,linkedin@e.linkedin.com,"Wed, 15 Feb 2023 04:09:57 -0800"
"Hi Future Learner, this story will leave you spellbound
 =?UTF-8?B?8J+YsQ==?=",upGrad <info@updates.upgrad.com>,info@updates.upgrad.com,"Wed, 15 Feb 2023 07:15:18 +0000 (UTC)"
You were found Eligible for this Test,Vector India <abhilash@gradjago.com>,abhilash@gradjago.com,"Wed, 15 Feb 2023 06:31:22 +0000"
=?utf-8?B?VHJpcHMgdG8gdGFrZSBqdXN0IGZvciB0aGUgZm9vZCDwn42977iP?=,"""Tripadvisor"" <awards@mp1.tripadvisor.com>",awards@mp1.tripadvisor.com,"Wed, 15 Feb 2023 04:34:18 +0000"
"=?utf-8?Q?Your_curated_list_of_fresher_jobs_&_internships!?=
 =?utf-8?Q?_=F0=9F=9A=80?=","""Varsha from Prosple"" <varsha@prosple.com>",varsha@prosple.com,"Tue, 14 Feb 2023 16:05:52 -0600"
Empowering employees during uncertain times,"""Coursera"" <Coursera@email.coursera.org>",Coursera@email.coursera.org,"Tue, 14 Feb 2023 12:16:54 -0600"
E-account statement for your SBI account(s).,cbssbi.cas@alerts.sbi.co.in,cbssbi.cas@alerts.sbi.co.in,"Tue, 14 Feb 2023 23:12:29 +0530"
For your eyes =?UTF-8?B?b25seeKApg==?=,Gaucho - Buenos Aires <hello@gauchobuenosaires.com>,hello@gauchobuenosaires.com,"Tue, 14 Feb 2023 16:04:12 +0000 (UTC)"
=?utf-8?B?VGFrZSBhIGxvb2vigKbwn5GA?=,"""IndiGo"" <mailers@marketing.goindigo.in>",mailers@marketing.goindigo.in,"Tue, 14 Feb 2023 20:06:13 +0530"
"=?UTF-8?B?TXVkaXQsIHlvdSdyZSBhbWF6aW5nLCBSYXRlIHlvdXIgcHJvZHVj?=
 =?UTF-8?B?dCBleHBlcmllbmNlIHdpdGggdXPwn4+S?=","""Rahul - Decathlon Product Review Leader"" <noreply-in@email.decathlon.in>",noreply-in@email.decathlon.in,"Tue, 14 Feb 2023 06:39:10 -0600"
ESE Admit Card - Regarding,JAIPUR MADEEASY <infojaipur@madeeasy.in>,infojaipur@madeeasy.in,"Tue, 14 Feb 2023 15:56:39 +0530"
Battelle is hiring: Data Scientist (Entry Level).,LinkedIn <jobs-listings@linkedin.com>,jobs-listings@linkedin.com,"Tue, 14 Feb 2023 07:51:42 +0000 (UTC)"
"Transition into the Marketing field with ease: Master Digital
 Marketing with this Digital Marketing Course",upGrad <info@updates.upgrad.com>,info@updates.upgrad.com,"Tue, 14 Feb 2023 06:31:06 +0000 (UTC)"
IRCTC Refund mail,ticketadmin@irctc.co.in,ticketadmin@irctc.co.in,"Tue, 14 Feb 2023 10:24:38 +0530 (IST)"
Closing tomorrow: Applications for PG Diploma in Applied Statistics,"""Coursera"" <no-reply@m.mail.coursera.org>",no-reply@m.mail.coursera.org,"Tue, 14 Feb 2023 04:56:40 +0000"
NPTEL Newsletter: February 2023: Vol 3: Week 2,NPTEL <onlinecourses@nptel.iitm.ac.in>,onlinecourses@nptel.iitm.ac.in,"Tue, 14 Feb 2023 09:21:39 +0530"
=?UTF-8?Q?Not_Your_Usual_V-Day_Menu_=E2=9D=A4=EF=B8=8F?=,Goibibo <noreply@content.goibibo.com>,noreply@content.goibibo.com,"Tue, 14 Feb 2023 08:20:55 +0530"
=?UTF-8?Q?Get_Ready_for_some_Premium_Experience!_=F0=9F=A4=A9=F0=9F=8F=A9?=,EaseMyTrip <info@easemytrip.com>,info@easemytrip.com,"Mon, 13 Feb 2023 17:35:56 +0530"
Recommended: Mastering Programming with MATLAB,"""Coursera"" <no-reply@m.mail.coursera.org>",no-reply@m.mail.coursera.org,"Mon, 13 Feb 2023 18:49:51 +0000"
Debjani Ghosh and others share their thoughts on LinkedIn,LinkedIn <updates-noreply@linkedin.com>,updates-noreply@linkedin.com,"Mon, 13 Feb 2023 13:38:50 +0000 (UTC)"
"Mudit, follow these creators based on your recent activity",LinkedIn <messages-noreply@linkedin.com>,messages-noreply@linkedin.com,"Mon, 13 Feb 2023 13:01:27 +0000 (UTC)"
"=?UTF-8?Q?Join_Our_Exclusive_Bootcamp_=3A_Data_Str?=
 =?UTF-8?Q?uctures_and_Algorithms_using_C++_?= =?UTF-8?Q?=F0=9F=9A=80?=",Riya Jain <riya.jain@email.codingblocks.com>,riya.jain@email.codingblocks.com,"Mon, 13 Feb 2023 11:38:27 +0000"
We need your feedback,IndiGo <IndiGoCustomerFeedback@goindigo.in>,IndiGoCustomerFeedback@goindigo.in,"Mon, 13 Feb 2023 10:58:41 +0000 (UTC)"
"=?utf-8?B?UHV0IHRoZSBwZXJmZWN0IFBERiB0b2dldGhlciBvbiB5b3VyIA==?=
 =?utf-8?B?cGhvbmU=?=","""Adobe Acrobat"" <mail@mail.adobe.com>",mail@mail.adobe.com,"Mon, 13 Feb 2023 01:53:11 -0800"
Out of Time? Almost!,Goibibo <noreply@content.goibibo.com>,noreply@content.goibibo.com,"Mon, 13 Feb 2023 15:03:47 +0530"
Master HR Fundamentals Taught in Every MBA,upGrad <info@updates.upgrad.com>,info@updates.upgrad.com,"Mon, 13 Feb 2023 09:03:20 +0000 (UTC)"
How to transition from Non- Data Science to Data Science roles,upGrad <info@updates.upgrad.com>,info@updates.upgrad.com,"Mon, 13 Feb 2023 07:27:29 +0000 (UTC)"
"Our latest features, designed for your day","""Uber"" <uber@uber.com>",uber@uber.com,"Mon, 13 Feb 2023 05:08:38 +0000"
"=?utf-8?Q?Your_curated_list_of_fresher_jobs_&_internships!?=
 =?utf-8?Q?_=F0=9F=9A=80?=","""Varsha from Prosple"" <varsha@prosple.com>",varsha@prosple.com,"Sun, 12 Feb 2023 18:01:03 -0600"
"Hi Future Learner, listen to a tale of courage =?UTF-8?B?4pyo?=",upGrad <info@updates.upgrad.com>,info@updates.upgrad.com,"Sun, 12 Feb 2023 12:31:08 +0000 (UTC)"
"Mudit, please add me to your LinkedIn network",Syed Mujhtaba Mushaid <invitations@linkedin.com>,invitations@linkedin.com,"Sun, 12 Feb 2023 07:40:18 +0000 (UTC)"
Your 2023 International Travel Horoscope,Goibibo <noreply@content.goibibo.com>,noreply@content.goibibo.com,"Sun, 12 Feb 2023 12:11:08 +0530"
Exploring Advanced Degrees in Law?,upGrad <info@updates.upgrad.com>,info@updates.upgrad.com,"Sun, 12 Feb 2023 06:34:11 +0000 (UTC)"
=?UTF-8?Q?Make_Your_Vacays_Wheely_Awesome_=F0=9F=98=8D?=,Goibibo <noreply@content.goibibo.com>,noreply@content.goibibo.com,"Sun, 12 Feb 2023 05:55:17 +0530"
NASA Mars Exploration Newsletter: February 2023,"""NASA Mars"" <no-reply-mars@jpl.nasa.gov>",no-reply-mars@jpl.nasa.gov,"Sat, 11 Feb 2023 13:29:20 -0500"
"Notification: Jerry 's birthday ! @ Sun Feb 12, 2023 12:30am - 1:30am
 (IST) (vyas.mudit14@gmail.com)",Google Calendar <calendar-notification@google.com>,calendar-notification@google.com,"Sat, 11 Feb 2023 18:30:10 +0000"
Debjani Ghosh and others share their thoughts on LinkedIn,LinkedIn <updates-noreply@linkedin.com>,updates-noreply@linkedin.com,"Sat, 11 Feb 2023 13:39:48 +0000 (UTC)"
=?UTF-8?B?8J+Tmg==?= Python Interview Questions for You!,Team Scaler <hello@scaler.com>,hello@scaler.com,"Sat, 11 Feb 2023 12:32:53 +0000 (UTC)"
Scholarship test for Developer placement,Vector <jubin@gradjago.com>,jubin@gradjago.com,"Sat, 11 Feb 2023 12:06:18 +0000"
Battelle is hiring: Data Scientist (Entry Level).,LinkedIn <jobs-listings@linkedin.com>,jobs-listings@linkedin.com,"Sat, 11 Feb 2023 07:44:34 +0000 (UTC)"
"Hi Future Learner, add this unbelievable story to your must watch
 =?UTF-8?B?8J+RgA==?=",upGrad <info@updates.upgrad.com>,info@updates.upgrad.com,"Sat, 11 Feb 2023 06:46:20 +0000 (UTC)"
Immersive Learning with XR-Enhanced Courses,"""University of Michigan"" <no-reply@m.mail.coursera.org>",no-reply@m.mail.coursera.org,"Sat, 11 Feb 2023 03:59:31 +0000"
Yay! Count Your Blessings with Adani Rewards!,"""AdaniOne"" <info@adanione.com>",info@adanione.com,"Sat, 11 Feb 2023 03:20:20 +0000"
"=?UTF-8?Q?Travel_Deals_as_sweet_as_a_Teddy!_=F0=9F=A7=B8=E2=9D=A4?=
 =?UTF-8?Q?=EF=B8=8F?=",EaseMyTrip <info@easemytrip.com>,info@easemytrip.com,"Fri, 10 Feb 2023 15:10:31 +0530"
SBI Debit Card,eCom <eCom@communications.sbi.co.in>,eCom@communications.sbi.co.in,"Fri, 10 Feb 2023 19:28:54 +0530"
Exclusive offer on car bookings on Automall by YONO,YONO SBI <yonosbi@alerts.sbi.co.in>,yonosbi@alerts.sbi.co.in,"Fri, 10 Feb 2023 19:27:33 +0530"
YOUR SAVINGS ACCOUNT WITH SBI: FEEDBACK,SBI_Research <research.sbsc@communications.sbi.co.in>,research.sbsc@communications.sbi.co.in,"Fri, 10 Feb 2023 17:43:01 +0530"
"Join Our Live Event With Adobe's VP of Engineering, Amitabh Misra",HackerRank Team <hackers@hackerrankmail.com>,hackers@hackerrankmail.com,"Fri, 10 Feb 2023 11:44:57 +0000"
"Mudit Vyas, Selected for Placement of 8 LPA",Roshni Loddha <jubin@gradjago.com>,jubin@gradjago.com,"Fri, 10 Feb 2023 11:31:56 +0000"
"=?UTF-8?Q?Event_Invite=3A_Learn_the_fundamentals_o?=
 =?UTF-8?Q?f_DSA_Using_Java_at_Zero_Cost!?= =?UTF-8?Q?=F0=9F=92=AF?=",Riya Jain <riya.jain@email.codingblocks.com>,riya.jain@email.codingblocks.com,"Fri, 10 Feb 2023 10:29:15 +0000"
Time to Go All Out,Niantic <niantic@email.nianticlabs.com>,niantic@email.nianticlabs.com,"Fri, 10 Feb 2023 10:15:00 +0000 (UTC)"
Tax Invoice for Booking ID 9UVZED at FabHotel Adri Hotels,FabHotels <bookings@fabhotels.com>,bookings@fabhotels.com,"Fri, 10 Feb 2023 07:26:15 +0000 (UTC)"
"Hi Future Learner, this =?UTF-8?B?bGVhcm5lcuKAmXM=?= story will leave
 you stunned =?UTF-8?B?8J+Yrw==?=",upGrad <info@updates.upgrad.com>,info@updates.upgrad.com,"Fri, 10 Feb 2023 06:45:21 +0000 (UTC)"
Your Friday morning trip with Uber,Uber Receipts <noreply@uber.com>,noreply@uber.com,"Fri, 10 Feb 2023 02:03:37 +0000 (UTC)"
Payment Failed - Your Friday morning trip with Uber,Uber Receipts <noreply@uber.com>,noreply@uber.com,"Fri, 10 Feb 2023 02:03:19 +0000 (UTC)"
Payment Failed - Your Friday morning trip with Uber,Uber Receipts <noreply@uber.com>,noreply@uber.com,"Fri, 10 Feb 2023 01:29:11 +0000 (UTC)"
Your Thursday evening trip with Uber,Uber Receipts <noreply@uber.com>,noreply@uber.com,"Fri, 10 Feb 2023 00:20:50 +0000 (UTC)"
Payment Failed - Your Thursday evening trip with Uber,Uber Receipts <noreply@uber.com>,noreply@uber.com,"Fri, 10 Feb 2023 00:20:34 +0000 (UTC)"
"=?utf-8?Q?Your_curated_list_of_fresher_jobs_&_internships!?=
 =?utf-8?Q?_=F0=9F=9A=80?=","""Varsha from Prosple"" <varsha@prosple.com>",varsha@prosple.com,"Thu, 09 Feb 2023 16:09:49 -0600"
"=?UTF-8?Q?Step_Up_Your_DSA_Skills_with_Our_Java_Ma?=
 =?UTF-8?Q?sterclass!_=F0=9F=9A=80?=",Riya Jain <riya.jain@email.codingblocks.com>,riya.jain@email.codingblocks.com,"Thu, 9 Feb 2023 16:35:20 +0000"
Something Sweet for Someone Sweet!,GeeksforGeeks <no-reply@geeksforgeeks.org>,no-reply@geeksforgeeks.org,"Thu, 9 Feb 2023 16:20:39 +0000"
Your must-have partner for chillier days,Gaucho - Buenos Aires <hello@gauchobuenosaires.com>,hello@gauchobuenosaires.com,"Thu, 09 Feb 2023 16:02:36 +0000 (UTC)"
How likely are you to recommend us to friends & family?,Uber <noreply@uber.com>,noreply@uber.com,"Thu, 09 Feb 2023 15:31:05 +0000 (UTC)"
Payment Failed - Your Thursday evening trip with Uber,Uber Receipts <noreply@uber.com>,noreply@uber.com,"Thu, 09 Feb 2023 15:29:35 +0000 (UTC)"
=?UTF-8?B?Q0JTU0JJIEFMRVJU?=,=?UTF-8?B??= <cbsalerts.sbi@alerts.sbi.co.in>,cbsalerts.sbi@alerts.sbi.co.in,"Thu, 9 Feb 2023 20:53:59 +0530"
New: IBM Back-End Development and more,"""Coursera"" <Coursera@email.coursera.org>",Coursera@email.coursera.org,"Thu, 09 Feb 2023 09:06:34 -0600"
Help us communicate with you better!,Team Scaler <hello@scaler.com>,hello@scaler.com,"Thu, 09 Feb 2023 13:53:27 +0000 (UTC)"
=?utf-8?B?VmlzYSBnb3QgeW91IHdvcnJpZWQ/IPCfpbo=?=,"""IndiGo"" <mailers@marketing.goindigo.in>",mailers@marketing.goindigo.in,"Thu, 09 Feb 2023 18:23:52 +0530"
"NPTEL Newsletter: Join the NPTEL Community: Never Miss an Update by
 Following Us on Social Media",NPTEL <onlinecourses@nptel.iitm.ac.in>,onlinecourses@nptel.iitm.ac.in,"Thu, 9 Feb 2023 17:52:09 +0530"
=?UTF-8?Q?Deal_of_the_Month_Award_=F0=9F=8F=86?=,Goibibo <noreply@content.goibibo.com>,noreply@content.goibibo.com,"Thu, 09 Feb 2023 15:29:37 +0530"
Can ChatGPT replace Data Tech professionals?,upGrad <info@updates.upgrad.com>,info@updates.upgrad.com,"Thu, 09 Feb 2023 08:09:13 +0000 (UTC)"
"Team Computers is hiring: Graduate Engineering Trainee - ( Fresher
 ).",LinkedIn <jobs-listings@linkedin.com>,jobs-listings@linkedin.com,"Thu, 9 Feb 2023 07:55:50 +0000 (UTC)"
"=?utf-8?B?Tm934oCZcyB0aGUgdGltZSB0byB3cml0ZSB0aGF0IHJldmlldyA=?=
	=?utf-8?B?4o+w?=","""Tripadvisor"" <content@mp1.tripadvisor.com>",content@mp1.tripadvisor.com,"Thu, 09 Feb 2023 03:23:34 +0000"
We need your feedback,IndiGo <IndiGoCustomerFeedback@goindigo.in>,IndiGoCustomerFeedback@goindigo.in,"Wed, 08 Feb 2023 22:22:33 +0000 (UTC)"
"=?UTF-8?Q?Experiencing_love=3F=E2=9D=A4=EF=B8=8F_Let's_follow_the_tracks_?=
 =?UTF-8?Q?=F0=9F=9B=A4=EF=B8=8F=F0=9F=9A=82?=",EaseMyTrip <info@easemytrip.com>,info@easemytrip.com,"Wed, 08 Feb 2023 17:19:13 +0530"
Updates to Google Play Terms of Service,Google Play <googleplay-noreply@google.com>,googleplay-noreply@google.com,"Wed, 08 Feb 2023 09:56:54 -0800"
"Mudit, please add me to your LinkedIn network",Varunkumar Prasad <invitations@linkedin.com>,invitations@linkedin.com,"Wed, 8 Feb 2023 17:01:39 +0000 (UTC)"
"Ready for your trip to HWH? Don't forget to order delicious
 restaurant food at your train seat!",IRCTC eCatering <ecatering@irctc.co.in>,ecatering@irctc.co.in,"Wed, 8 Feb 2023 21:44:42 +0530"
Alfaa UV and others share their thoughts on LinkedIn,LinkedIn <updates-noreply@linkedin.com>,updates-noreply@linkedin.com,"Wed, 8 Feb 2023 13:39:16 +0000 (UTC)"
[Invite] Learn SQL and ChatBot Building!,Team Scaler <hello@scaler.com>,hello@scaler.com,"Wed, 08 Feb 2023 13:03:16 +0000 (UTC)"
=?utf-8?B?SERGQyBCYW5rIFNhdmluZ3MgQWNjb3VudCDwn5O0?=,HDFC Bank <information@hdfcbank.net>,information@hdfcbank.net,"Wed, 08 Feb 2023 15:52:48 +0530"
=?UTF-8?Q?Adjustments_Ki_Bhi_Limit_Hoti_Hai=E2=80=A6?=,Goibibo <noreply@content.goibibo.com>,noreply@content.goibibo.com,"Wed, 08 Feb 2023 15:30:07 +0530"
"Mudit Vyas, you are shortlisted for techfit hiring",Unikaksha <abhilash@gradjago.com>,abhilash@gradjago.com,"Wed, 8 Feb 2023 09:49:22 +0000"
Cancel Ticket,ticketadmin@irctc.co.in,ticketadmin@irctc.co.in,"Wed,  8 Feb 2023 13:33:19 +0530 (IST)"
Proforma Invoice for Booking ID 9UVZED at FabHotel Adri Hotels,FabHotels <bookings@fabhotels.com>,bookings@fabhotels.com,"Wed, 08 Feb 2023 06:55:27 +0000 (UTC)"
"Reservation Confirmed at FabHotel Adri Hotels, Kolkata. Booking ID:
 9UVZED",FabHotels <bookings@fabhotels.com>,bookings@fabhotels.com,"Wed, 08 Feb 2023 06:55:27 +0000 (UTC)"
Payment successful for CASA2 STAYS PRIVATE LIMITED,Payments <no-reply@razorpay.com>,no-reply@razorpay.com,"Wed, 8 Feb 2023 06:55:10 +0000"
"Attend this Free Masterclass to know how an Online Data science
 degree can boost your career",upGrad <info@updates.upgrad.com>,info@updates.upgrad.com,"Wed, 08 Feb 2023 05:45:14 +0000 (UTC)"
NPTEL Newsletter: NPTEL+: Upcoming Workshops - Hurry up and Register today!,NPTEL <onlinecourses@nptel.iitm.ac.in>,onlinecourses@nptel.iitm.ac.in,"Wed, 8 Feb 2023 09:44:58 +0530"
"Booking Confirmation on IRCTC, Train: 22169, 09-Feb-2023, THIRD AC
 (3A), ROU - SRC",<ticketadmin@irctc.co.in>,ticketadmin@irctc.co.in,"Wed, 8 Feb 2023 08:26:00 +0530 (IST)"
"Booking Confirmation on IRCTC, Train: 22169, 09-Feb-2023, 3A, ROU -
 SRC",ticketadmin@irctc.co.in,ticketadmin@irctc.co.in,"Wed,  8 Feb 2023 08:23:51 +0530 (IST)"
SBI General Insurance policy certificate against IRCTC PA Insurance,SBIGEN <noreply.irctcpolicy@SBIGeneral.in>,noreply.irctcpolicy@SBIGeneral.in,"Wed, 8 Feb 2023 08:23:51 +0530 (IST)"
"=?utf-8?Q?Your_curated_list_of_fresher_jobs_&_internships!?=
 =?utf-8?Q?_=F0=9F=9A=80?=","""Varsha from Prosple"" <varsha@prosple.com>",varsha@prosple.com,"Tue, 07 Feb 2023 16:10:20 -0600"
=?UTF-8?Q?Travel_Treat_for_You!_=F0=9F=8E=81=E2=9C=88=EF=B8=8F?=,EaseMyTrip <info@easemytrip.com>,info@easemytrip.com,"Tue, 07 Feb 2023 18:12:44 +0530"
You're invited: Job Search Strategies for Young Professionals,=?UTF-8?B?TGlua2VkSW4=?= <linkedin@e.linkedin.com>,linkedin@e.linkedin.com,"Tue, 7 Feb 2023 09:05:37 -0800"
"Mudit, follow these creators based on your recent activity",LinkedIn <messages-noreply@linkedin.com>,messages-noreply@linkedin.com,"Tue, 7 Feb 2023 13:01:30 +0000 (UTC)"
"=?UTF-8?Q?Travel_is_not_always_e?=
 =?UTF-8?Q?xpensive_=F0=9F=92=B8?=
 =?UTF-8?Q?_=F0=9F=92=B0_=F0=9F=8F=96_=F0=9F=8F=9D_=E2=9C=88?=",Cleartrip <noreply@cleartrip.com>,noreply@cleartrip.com,"Tue, 7 Feb 2023 17:32:13 +0530"
Online MBA vs On-Campus MBA,upGrad <info@updates.upgrad.com>,info@updates.upgrad.com,"Tue, 07 Feb 2023 09:57:17 +0000 (UTC)"
Makino Asia Group is hiring: R&D Mechanical Engineer/Designer.,LinkedIn <jobs-listings@linkedin.com>,jobs-listings@linkedin.com,"Tue, 7 Feb 2023 09:00:45 +0000 (UTC)"
"=?UTF-8?Q?Konse_Adjustments,_Kaise_Adjustments_=F0=9F=A4=B7?=",Goibibo <noreply@content.goibibo.com>,noreply@content.goibibo.com,"Tue, 07 Feb 2023 14:19:25 +0530"
=?UTF-8?Q?=F0=9F=8C=8D_Mudit=2C_your_January_update?=,Google Maps Timeline <noreply-maps-timeline@google.com>,noreply-maps-timeline@google.com,"Tue, 07 Feb 2023 00:24:42 -0800"
Your Telephone Bill generated in the month of Feb'2023,BSNL Care -NZ <BSNL@ndc.bsnl.co.in>,BSNL@ndc.bsnl.co.in,"Tue, 7 Feb 2023 13:41:36"
"Give 30% off, get 30% =?UTF-8?B?b2Zm4oCUc3RhcnQ=?= referring now",Uber <noreply@uber.com>,noreply@uber.com,"Tue, 07 Feb 2023 08:11:09 +0000 (UTC)"
Thanks for your recent review,Google Maps <google-maps-noreply@google.com>,google-maps-noreply@google.com,"Mon, 06 Feb 2023 23:04:05 -0800"
=?utf-8?B?U2F2ZSBvbiBhIFZhbGVudGluZeKAmXMgRGF5IGdldGF3YXk=?=,"""Tripadvisor"" <savings@mp1.tripadvisor.com>",savings@mp1.tripadvisor.com,"Tue, 07 Feb 2023 05:10:32 +0000"
[Last 10 days] Final deadline for MBA in Business Analytics,"""Coursera"" <no-reply@m.mail.coursera.org>",no-reply@m.mail.coursera.org,"Tue, 07 Feb 2023 04:37:37 +0000"
Add a Doctorate to your profile!,upGrad <info@updates.upgrad.com>,info@updates.upgrad.com,"Tue, 07 Feb 2023 04:31:06 +0000 (UTC)"
"Share request for ""IMG_1723.MOV""","""Rohan Sanghvi (via Google Drive)"" <drive-shares-dm-noreply@google.com>",drive-shares-dm-noreply@google.com,"Tue, 07 Feb 2023 03:57:30 +0000"
Recommended: CFD Simulation Through a Centrifugal Pump,"""Coursera"" <no-reply@m.mail.coursera.org>",no-reply@m.mail.coursera.org,"Tue, 07 Feb 2023 01:21:29 +0000"
"Share request for ""IMG_1723.MOV""","""Deepali Venkatesh Pras... (via Google Drive)"" <drive-shares-dm-noreply@google.com>",drive-shares-dm-noreply@google.com,"Mon, 06 Feb 2023 20:17:50 +0000"
Security alert,Google <no-reply@accounts.google.com>,no-reply@accounts.google.com,"Mon, 06 Feb 2023 19:35:47 GMT"
=?UTF-8?Q?Avoid_Farzi_Charges_on_Flights!_=E2=9C=88=EF=B8=8F?=,EaseMyTrip <info@easemytrip.com>,info@easemytrip.com,"Mon, 06 Feb 2023 18:57:58 +0530"
"Keerti Purswani (She/Her) and others share their thoughts on
 LinkedIn",LinkedIn <updates-noreply@linkedin.com>,updates-noreply@linkedin.com,"Mon, 6 Feb 2023 13:38:06 +0000 (UTC)"
"=?UTF-8?B?TXVkaXQsIHlvdSdyZSBhbWF6aW5nLCBSYXRlIHlvdXIgcHJvZHVj?=
 =?UTF-8?B?dCBleHBlcmllbmNlIHdpdGggdXPwn4+S?=","""Rahul - Decathlon Product Review Leader"" <noreply-in@email.decathlon.in>",noreply-in@email.decathlon.in,"Mon, 06 Feb 2023 06:38:06 -0600"
NPTEL Newsletter: February 2023: Vol 3: Week 1,NPTEL <onlinecourses@nptel.iitm.ac.in>,onlinecourses@nptel.iitm.ac.in,"Mon, 6 Feb 2023 17:36:39 +0530"
=?utf-8?B?Rm91bmQgaXQg8J+YjQ==?=,"""IndiGo"" <mailers@marketing.goindigo.in>",mailers@marketing.goindigo.in,"Mon, 06 Feb 2023 17:04:13 +0530"
Your Telephone Bill generated in the month of Feb'2023,BSNL Care -NZ <BSNL@ndc.bsnl.co.in>,BSNL@ndc.bsnl.co.in,"Mon, 6 Feb 2023 15:08:26"
"Here's how you can positively advance your law career in 2023, Future
 Learner =?UTF-8?B?8J+Srw==?=",upGrad <info@updates.upgrad.com>,info@updates.upgrad.com,"Mon, 06 Feb 2023 06:39:12 +0000 (UTC)"
Welcome back to =?UTF-8?B?cmlkZXPigJRpdCdzIGJlZW4gYSB3aGlsZSDwn5GL?=,Uber <uber@uber.com>,uber@uber.com,"Mon, 06 Feb 2023 05:08:37 +0000 (UTC)"
"=?utf-8?Q?Your_curated_list_of_fresher_jobs_&_internships!?=
 =?utf-8?Q?_=F0=9F=9A=80?=","""Varsha from Prosple"" <varsha@prosple.com>",varsha@prosple.com,"Sun, 05 Feb 2023 16:45:52 -0600"
"Reminder: Complete your Learner Outcomes Survey (You could win a $25
 gift card)",Coursera Market Research <marketresearch@learneroutcomes.coursera.org>,marketresearch@learneroutcomes.coursera.org,"Sun, 05 Feb 2023 15:29:50 +0000 (UTC)"
Your Sunday afternoon trip with Uber,Uber Receipts <noreply@uber.com>,noreply@uber.com,"Sun, 05 Feb 2023 11:09:45 +0000 (UTC)"
Payment Failed - Your Sunday afternoon trip with Uber,Uber Receipts <noreply@uber.com>,noreply@uber.com,"Sun, 05 Feb 2023 11:09:03 +0000 (UTC)"
Your previous trip from the airport,Uber <uber@uber.com>,uber@uber.com,"Sun, 05 Feb 2023 11:08:55 +0000 (UTC)"
Your Thursday afternoon trip with Uber,"""Uber Receipts"" <noreply@uber.com>",noreply@uber.com,"Sun, 05 Feb 2023 10:13:25 +0000"
Payment Failed - Your Thursday afternoon trip with Uber,"""Uber Receipts"" <noreply@uber.com>",noreply@uber.com,"Sun, 05 Feb 2023 10:13:12 +0000"
Achieving Your Goals with an MBA,upGrad <info@updates.upgrad.com>,info@updates.upgrad.com,"Sun, 05 Feb 2023 07:40:11 +0000 (UTC)"
=?UTF-8?B?V2XigJlyZQ==?= updating our Terms and Privacy Policy,Airbnb <discover@airbnb.com>,discover@airbnb.com,"Sun, 05 Feb 2023 00:37:03 +0000 (UTC)"
=?UTF-8?Q?Win_a_Trip_to_Saudi_Arabia!_=E2=9C=88=EF=B8=8F?=,EaseMyTrip <info@easemytrip.com>,info@easemytrip.com,"Sat, 04 Feb 2023 19:21:28 +0530"
"Ready for your trip to ROU? Don't forget to order delicious
 restaurant food at your train seat!",IRCTC eCatering <ecatering@irctc.co.in>,ecatering@irctc.co.in,"Sat, 4 Feb 2023 20:45:10 +0530"
"Keerti Purswani (She/Her) and others share their thoughts on
 LinkedIn",LinkedIn <updates-noreply@linkedin.com>,updates-noreply@linkedin.com,"Sat, 4 Feb 2023 13:40:07 +0000 (UTC)"
"=?UTF-8?Q?An_awesome_stay_deal_fo?=
 =?UTF-8?Q?r_your_upcoming_trip_=F0=9F=9B=8E=EF=B8=8F?=",Cleartrip <noreply@cleartrip.com>,noreply@cleartrip.com,"Sat, 4 Feb 2023 19:01:30 +0530"
"Mudit Vyas, you are shortlisted for techfit hiring",Unikaksha <abhilash@gradjago.com>,abhilash@gradjago.com,"Sat, 4 Feb 2023 12:39:43 +0000"
=?UTF-8?B?V2Vla2VuZCBPZmZlciAtIEh1cnJ5ISDwn5iDIPCfm5I=?=,"""Decathlon India"" <communication@email.decathlon.in>",communication@email.decathlon.in,"Sat, 04 Feb 2023 03:34:49 -0600"
Introduction to SQL for Data Analytics,upGrad <info@updates.upgrad.com>,info@updates.upgrad.com,"Sat, 04 Feb 2023 08:16:14 +0000 (UTC)"
Aon is hiring: Data Analytics - Intern.,LinkedIn <jobs-listings@linkedin.com>,jobs-listings@linkedin.com,"Sat, 4 Feb 2023 08:07:57 +0000 (UTC)"
