,Firm,Sender Email,Day,Date,Month,Year,Time_24hr_offset,Parts_of_the_day,noreply,Month_year
1538,LinkedIn,updates-noreply@linkedin.com,Mon,26,Dec,2022,03:38:01,Night,1,Dec 2022
1539,NPTEL ,onlinecourses@nptel.iitm.ac.in,Mon,26,Dec,2022,13:17:31,Afternoon,0,Dec 2022
1540,Bounce Infinity ,info@marketing.bounceshare.com,Mon,26,Dec,2022,12:23:45,Afternoon,0,Dec 2022
1541,EaseMyTrip ,info@easemytrip.com,Mon,26,Dec,2022,07:42:34,Morning,0,Dec 2022
1542,Varsha from Prosple ,varsha@prosple.com,Sun,25,Dec,2022,00:36:27,Night,0,Dec 2022
1543,LinkedIn,jobalerts-noreply@linkedin.com,Sun,25,Dec,2022,00:50:28,Night,1,Dec 2022
1544,GeeksforGeeks ,no-reply@geeksforgeeks.org,Sun,25,Dec,2022,03:12:30,Night,0,Dec 2022
1545,EaseMyTrip ,info@easemytrip.com,Sun,25,Dec,2022,07:35:59,Morning,0,Dec 2022
1546,SpiceJet ,spicejet@web-spicejet.com,Sun,25,Dec,2022,13:16:56,Afternoon,0,Dec 2022
1547,Netflix ,info@mailer.netflix.com,Sun,25,Dec,2022,06:31:13,Morning,0,Dec 2022
1548,Goibibo ,noreply@content.goibibo.com,Sun,25,Dec,2022,06:49:54,Morning,1,Dec 2022
1549,Tripadvisor ,updates@mp1.tripadvisor.com,Sun,25,Dec,2022,04:44:11,Night,0,Dec 2022
1550,LinkedIn,jobalerts-noreply@linkedin.com,Sat,24,Dec,2022,00:42:49,Night,1,Dec 2022
1551,NPTEL ,onlinecourses@nptel.iitm.ac.in,Sun,25,Dec,2022,05:30:00,Morning,0,Dec 2022
1552,EaseMyTrip ,info@easemytrip.com,Sat,24,Dec,2022,14:34:22,Afternoon,0,Dec 2022
1553,Team Scaler ,hello@scaler.com,Sat,24,Dec,2022,02:40:39,Night,0,Dec 2022
1554,Goibibo ,noreply@content.goibibo.com,Sat,24,Dec,2022,12:13:15,Afternoon,1,Dec 2022
1555,YouTube ,noreply@youtube.com,Sat,24,Dec,2022,16:35:01,Afternoon,1,Dec 2022
1556,Bright Industries ,info@brightindustries.in,Sat,24,Dec,2022,16:24:46,Afternoon,0,Dec 2022
1557,Bright Industries ,info@brightindustries.in,Sat,24,Dec,2022,15:52:24,Afternoon,0,Dec 2022
1558,Goibibo ,noreply@content.goibibo.com,Sat,24,Dec,2022,05:55:56,Morning,1,Dec 2022
1559,LinkedIn,jobalerts-noreply@linkedin.com,Fri,23,Dec,2022,00:56:20,Night,1,Dec 2022
1560,Coursera ,Coursera@email.coursera.org,Fri,23,Dec,2022,18:45:39,Evening,0,Dec 2022
1561,LinkedIn,invitations@linkedin.com,Fri,23,Dec,2022,05:55:34,Morning,0,Dec 2022
1562,LinkedIn,messages-noreply@linkedin.com,Fri,23,Dec,2022,05:45:33,Morning,1,Dec 2022
1563,LinkedIn,messaging-digest-noreply@linkedin.com,Fri,23,Dec,2022,05:09:34,Morning,1,Dec 2022
1564,LinkedIn,updates-noreply@linkedin.com,Fri,23,Dec,2022,03:37:44,Night,1,Dec 2022
1565,LinkedIn,messages-noreply@linkedin.com,Fri,23,Dec,2022,03:33:23,Night,1,Dec 2022
1566,EaseMyTrip ,info@easemytrip.com,Fri,23,Dec,2022,07:24:28,Morning,0,Dec 2022
1567,Goibibo ,noreply@content.goibibo.com,Fri,23,Dec,2022,11:49:43,Morning,1,Dec 2022
1568,Netflix ,info@mailer.netflix.com,Fri,23,Dec,2022,06:31:07,Morning,0,Dec 2022
1569,Datacamp,team@datacamp.com,Fri,23,Dec,2022,06:30:05,Morning,0,Dec 2022
1570,Adobe Creative Cloud ,mail@mail.adobe.com,Thu,22,Dec,2022,17:51:42,Evening,0,Dec 2022
1571,PRECIOUS METALS DEPARTMENT ,pmd@communications.sbi.co.in,Fri,23,Dec,2022,06:52:43,Morning,0,Dec 2022
1572,Varsha from Prosple ,varsha@prosple.com,Thu,22,Dec,2022,00:06:29,Night,0,Dec 2022
1573,Coursera ,Coursera@email.coursera.org,Thu,22,Dec,2022,23:47:27,Night,0,Dec 2022
1574,LinkedIn,jobalerts-noreply@linkedin.com,Thu,22,Dec,2022,01:00:43,Night,1,Dec 2022
1575,Datacamp,team@datacamp.com,Thu,22,Dec,2022,00:29:59,Night,0,Dec 2022
1576,EaseMyTrip ,info@easemytrip.com,Thu,22,Dec,2022,11:36:18,Morning,0,Dec 2022
1577,Goibibo ,noreply@content.goibibo.com,Thu,22,Dec,2022,09:38:26,Morning,1,Dec 2022
1578,LinkedIn,jobs-listings@linkedin.com,Thu,22,Dec,2022,07:09:51,Morning,0,Dec 2022
1579,Tripadvisor ,updates@mp1.tripadvisor.com,Thu,22,Dec,2022,04:50:47,Night,0,Dec 2022
1580,Nike ,nike@official.nike.com,Thu,22,Dec,2022,02:11:44,Night,0,Dec 2022
1581,LinkedIn,jobalerts-noreply@linkedin.com,Wed,21,Dec,2022,00:44:48,Night,1,Dec 2022
1582,LinkedIn,linkedin@e.linkedin.com,Wed,21,Dec,2022,00:35:47,Night,0,Dec 2022
1583,LinkedIn,jobs-noreply@linkedin.com,Wed,21,Dec,2022,08:24:40,Morning,1,Dec 2022
1584,Coursera ,Coursera@email.coursera.org,Wed,21,Dec,2022,03:43:39,Night,0,Dec 2022
1585,EaseMyTrip ,info@easemytrip.com,Wed,21,Dec,2022,07:28:04,Morning,0,Dec 2022
1586,SBI,neftinfo.itps@alerts.sbi.co.in,Wed,21,Dec,2022,15:27:48,Afternoon,0,Dec 2022
1587,LinkedIn,updates-noreply@linkedin.com,Wed,21,Dec,2022,03:37:46,Night,1,Dec 2022
1588,Team Scaler ,hello@scaler.com,Wed,21,Dec,2022,03:00:53,Night,0,Dec 2022
1589,Uber ,uber@uber.com,Wed,21,Dec,2022,00:32:43,Night,0,Dec 2022
1590,Tripadvisor ,updates@mp1.tripadvisor.com,Wed,21,Dec,2022,09:55:18,Morning,0,Dec 2022
1591,PRECIOUS META;LS DEPARTMENT ,pmd@communications.sbi.co.in,Wed,21,Dec,2022,10:02:37,Morning,0,Dec 2022
1592,BAJAAO.COM ,helpdesk@email.bajaao.com,Wed,21,Dec,2022,08:01:24,Morning,0,Dec 2022
1593,Goibibo ,noreply@content.goibibo.com,Wed,21,Dec,2022,08:32:40,Morning,1,Dec 2022
1594,SpiceJet ,spicejet@web-spicejet.com,Wed,21,Dec,2022,13:11:32,Afternoon,0,Dec 2022
1595,NPTEL ,onlinecourses@nptel.iitm.ac.in,Wed,21,Dec,2022,14:34:14,Afternoon,0,Dec 2022
1596,Varsha from Prosple ,varsha@prosple.com,Tue,20,Dec,2022,00:06:54,Night,0,Dec 2022
1597,Datacamp,team@datacamp.com,Tue,20,Dec,2022,01:33:54,Night,0,Dec 2022
1598,LinkedIn,jobalerts-noreply@linkedin.com,Tue,20,Dec,2022,00:45:12,Night,1,Dec 2022
1599,IndiGo ,mailers@marketing.goindigo.in,Tue,20,Dec,2022,13:48:09,Afternoon,0,Dec 2022
1600,Amazon,no-reply@business.amazon.in,Tue,20,Dec,2022,01:23:48,Night,0,Dec 2022
1601,EaseMyTrip ,info@easemytrip.com,Tue,20,Dec,2022,06:36:29,Morning,0,Dec 2022
1602,LinkedIn,jobs-listings@linkedin.com,Tue,20,Dec,2022,07:20:36,Morning,0,Dec 2022
1603,Tripadvisor ,privacy@mp1.tripadvisor.com,Tue,20,Dec,2022,06:50:00,Morning,0,Dec 2022
1604,PRECIOUS METALS DEPARTMENT ,pmd@communications.sbi.co.in,Tue,20,Dec,2022,07:09:09,Morning,0,Dec 2022
1605,Tripadvisor ,updates@mp1.tripadvisor.com,Tue,20,Dec,2022,04:48:17,Night,0,Dec 2022
1606,Nike ,nike@official.nike.com,Tue,20,Dec,2022,02:42:27,Night,0,Dec 2022
1607,LinkedIn,jobalerts-noreply@linkedin.com,Mon,19,Dec,2022,00:52:34,Night,1,Dec 2022
1608,Quora ,curiosity-noreply@quora.com,Mon,19,Dec,2022,09:13:38,Morning,1,Dec 2022
1609,Coursera ,no-reply@m.mail.coursera.org,Mon,19,Dec,2022,09:03:56,Morning,0,Dec 2022
1610,Datacamp,team@datacamp.com,Mon,19,Dec,2022,05:55:03,Morning,0,Dec 2022
1611,LinkedIn,messaging-digest-noreply@linkedin.com,Mon,19,Dec,2022,05:16:29,Morning,1,Dec 2022
1612,Coursera ,Coursera@email.coursera.org,Mon,19,Dec,2022,02:11:58,Night,0,Dec 2022
1613,LinkedIn,updates-noreply@linkedin.com,Mon,19,Dec,2022,03:39:27,Night,1,Dec 2022
1614,EaseMyTrip ,info@easemytrip.com,Mon,19,Dec,2022,06:50:47,Morning,0,Dec 2022
1615,NPTEL ,onlinecourses@nptel.iitm.ac.in,Mon,19,Dec,2022,11:44:38,Morning,0,Dec 2022
1616,Goibibo ,noreply@content.goibibo.com,Mon,19,Dec,2022,09:59:13,Morning,1,Dec 2022
1617,SpiceJet ,spicejet@web-spicejet.com,Mon,19,Dec,2022,12:19:42,Afternoon,0,Dec 2022
1618,Tripadvisor ,info@mp1.tripadvisor.com,Mon,19,Dec,2022,04:54:19,Night,0,Dec 2022
1619,Netflix ,info@mailer.netflix.com,Mon,19,Dec,2022,02:48:25,Night,0,Dec 2022
1620,Varsha from Prosple ,varsha@prosple.com,Sun,18,Dec,2022,01:18:57,Night,0,Dec 2022
1621,LinkedIn,jobalerts-noreply@linkedin.com,Sun,18,Dec,2022,00:58:41,Night,1,Dec 2022
1622,Tripadvisor ,updates@mp1.tripadvisor.com,Sun,18,Dec,2022,09:55:04,Morning,0,Dec 2022
1623,JAIPUR MADEEASY ,infojaipur@madeeasy.in,Sun,18,Dec,2022,09:24:37,Morning,0,Dec 2022
1624,Goibibo ,noreply@content.goibibo.com,Sun,18,Dec,2022,08:07:58,Morning,1,Dec 2022
1625,Coursera ,no-reply@t.mail.coursera.org,Sun,18,Dec,2022,04:37:47,Night,0,Dec 2022
1626,LinkedIn,jobalerts-noreply@linkedin.com,Sat,17,Dec,2022,00:59:53,Night,1,Dec 2022
1627,JAIPUR MADEEASY ,infojaipur@madeeasy.in,Sat,17,Dec,2022,14:15:58,Afternoon,0,Dec 2022
1628,JAIPUR MADEEASY ,infojaipur@madeeasy.in,Sat,17,Dec,2022,14:12:10,Afternoon,0,Dec 2022
1629,JAIPUR MADEEASY ,infojaipur@madeeasy.in,Sat,17,Dec,2022,14:10:09,Afternoon,0,Dec 2022
1630,JAIPUR MADEEASY ,infojaipur@madeeasy.in,Sat,17,Dec,2022,14:05:30,Afternoon,0,Dec 2022
1631,Team Scaler ,hello@scaler.com,Sat,17,Dec,2022,02:36:08,Night,0,Dec 2022
1632,Tripadvisor ,updates@mp1.tripadvisor.com,Sat,17,Dec,2022,09:56:17,Morning,0,Dec 2022
1633,LinkedIn,jobalerts-noreply@linkedin.com,Fri,16,Dec,2022,01:04:29,Night,1,Dec 2022
1634,Coursera ,Coursera@email.coursera.org,Fri,16,Dec,2022,21:28:41,Night,0,Dec 2022
1635,Coursera ,Coursera@email.coursera.org,Fri,16,Dec,2022,03:17:16,Night,0,Dec 2022
1636,LinkedIn,updates-noreply@linkedin.com,Fri,16,Dec,2022,03:37:31,Night,1,Dec 2022
1637,LinkedIn,messages-noreply@linkedin.com,Fri,16,Dec,2022,03:33:21,Night,1,Dec 2022
1638,Team Scaler ,hello@scaler.com,Fri,16,Dec,2022,02:38:59,Night,0,Dec 2022
1639,Goibibo ,noreply@content.goibibo.com,Fri,16,Dec,2022,13:22:36,Afternoon,1,Dec 2022
1640,Tripadvisor ,updates@mp1.tripadvisor.com,Fri,16,Dec,2022,08:43:21,Morning,0,Dec 2022
1641,SBI,cbssbi.cas@alerts.sbi.co.in,Fri,16,Dec,2022,08:20:56,Morning,0,Dec 2022
1642,University of Michigan ,no-reply@m.mail.coursera.org,Fri,16,Dec,2022,01:25:50,Night,0,Dec 2022
1643,Varsha from Prosple ,varsha@prosple.com,Thu,15,Dec,2022,00:05:38,Night,0,Dec 2022
1644,LinkedIn,jobalerts-noreply@linkedin.com,Thu,15,Dec,2022,01:05:04,Night,1,Dec 2022
1645,Datacamp,team@datacamp.com,Thu,15,Dec,2022,05:34:41,Morning,0,Dec 2022
1646,Coursera ,Coursera@email.coursera.org,Thu,15,Dec,2022,02:59:43,Night,0,Dec 2022
1647,NPTEL ,onlinecourses@nptel.iitm.ac.in,Thu,15,Dec,2022,14:25:00,Afternoon,0,Dec 2022
1648,EaseMyTrip ,info@easemytrip.com,Thu,15,Dec,2022,08:20:24,Morning,0,Dec 2022
1649,Goibibo ,noreply@content.goibibo.com,Thu,15,Dec,2022,08:43:49,Morning,1,Dec 2022
1650,Tripadvisor ,updates@mp1.tripadvisor.com,Thu,15,Dec,2022,07:42:20,Morning,0,Dec 2022
1651,LinkedIn,jobs-listings@linkedin.com,Thu,15,Dec,2022,07:16:15,Morning,0,Dec 2022
1652,Tripadvisor ,updates@mp1.tripadvisor.com,Thu,15,Dec,2022,04:45:41,Night,0,Dec 2022
1653,EaseMyTrip ,info@easemytrip.com,Wed,14,Dec,2022,05:34:57,Morning,0,Dec 2022
1654,LinkedIn,jobalerts-noreply@linkedin.com,Wed,14,Dec,2022,01:06:59,Night,1,Dec 2022
1655,NPTEL ,onlinecourses@nptel.iitm.ac.in,Wed,14,Dec,2022,14:20:00,Afternoon,0,Dec 2022
1656,LinkedIn,updates-noreply@linkedin.com,Wed,14,Dec,2022,03:39:43,Night,1,Dec 2022
1657,Uber ,uber@uber.com,Wed,14,Dec,2022,00:32:43,Night,0,Dec 2022
1658,SpiceJet ,spicejet@web-spicejet.com,Wed,14,Dec,2022,15:13:42,Afternoon,0,Dec 2022
1659,Goibibo ,noreply@content.goibibo.com,Wed,14,Dec,2022,10:11:42,Morning,1,Dec 2022
1660,Riya Jain ,riya.jain@email.codingblocks.com,Wed,14,Dec,2022,08:33:07,Morning,0,Dec 2022
1661,Tripadvisor ,updates@mp1.tripadvisor.com,Wed,14,Dec,2022,01:46:26,Night,0,Dec 2022
1662,Varsha from Prosple ,varsha@prosple.com,Tue,13,Dec,2022,00:07:29,Night,0,Dec 2022
1663,Datacamp,team@datacamp.com,Tue,13,Dec,2022,01:22:30,Night,0,Dec 2022
1664,LinkedIn,jobalerts-noreply@linkedin.com,Tue,13,Dec,2022,01:03:11,Night,1,Dec 2022
1665,Coursera ,Coursera@email.coursera.org,Tue,13,Dec,2022,20:18:32,Evening,0,Dec 2022
1666,NPTEL ,onlinecourses@nptel.iitm.ac.in,Tue,13,Dec,2022,14:19:55,Afternoon,0,Dec 2022
1667,Coursera ,no-reply@m.mail.coursera.org,Tue,13,Dec,2022,04:47:38,Night,0,Dec 2022
1668,LinkedIn,updates-noreply@linkedin.com,Tue,13,Dec,2022,03:38:15,Night,1,Dec 2022
1669,EaseMyTrip ,info@easemytrip.com,Tue,13,Dec,2022,08:26:34,Morning,0,Dec 2022
1670,JAIPUR MADEEASY ,infojaipur@madeeasy.in,Tue,13,Dec,2022,13:36:13,Afternoon,0,Dec 2022
1671,Rahul - Decathlon Product Review Leader ,noreply-in@email.decathlon.in,Tue,13,Dec,2022,00:32:54,Night,1,Dec 2022
1672,LinkedIn,jobs-listings@linkedin.com,Tue,13,Dec,2022,07:18:30,Morning,0,Dec 2022
1673,Tripadvisor ,updates@mp1.tripadvisor.com,Tue,13,Dec,2022,07:05:06,Morning,0,Dec 2022
1674,Goibibo ,noreply@content.goibibo.com,Tue,13,Dec,2022,05:49:35,Morning,1,Dec 2022
1675,JAIPUR MADEEASY ,infojaipur@madeeasy.in,Tue,13,Dec,2022,05:51:40,Morning,0,Dec 2022
1676,Coursera ,no-reply@m.mail.coursera.org,Tue,13,Dec,2022,03:08:36,Night,0,Dec 2022
1677,Netflix ,info@mailer.netflix.com,Tue,13,Dec,2022,02:46:19,Night,0,Dec 2022
1678,SBI,yonosbi@alerts.sbi.co.in,Tue,13,Dec,2022,12:36:58,Afternoon,0,Dec 2022
1679,LinkedIn,jobalerts-noreply@linkedin.com,Mon,12,Dec,2022,00:52:12,Night,1,Dec 2022
1680,Coursera ,no-reply@m.mail.coursera.org,Mon,12,Dec,2022,09:19:59,Morning,0,Dec 2022
1681,OLA Electric ,noreply@olacabs.com,Mon,12,Dec,2022,06:20:24,Morning,1,Dec 2022
1682,NPTEL ,onlinecourses@nptel.iitm.ac.in,Mon,12,Dec,2022,13:45:22,Afternoon,0,Dec 2022
1683,Coursera ,Coursera@email.coursera.org,Mon,12,Dec,2022,02:20:31,Night,0,Dec 2022
1684,Tripadvisor ,updates@mp1.tripadvisor.com,Mon,12,Dec,2022,08:37:29,Morning,0,Dec 2022
1685,SpiceJet ,spicejet@web-spicejet.com,Mon,12,Dec,2022,13:44:33,Afternoon,0,Dec 2022
1686,Goibibo ,noreply@content.goibibo.com,Mon,12,Dec,2022,08:43:25,Morning,1,Dec 2022
1687,SBI,yonosbi@alerts.sbi.co.in,Mon,12,Dec,2022,07:27:30,Morning,0,Dec 2022
1688,Tripadvisor ,updates@mp1.tripadvisor.com,Mon,12,Dec,2022,04:45:41,Night,0,Dec 2022
1689,Varsha from Prosple ,varsha@prosple.com,Sun,11,Dec,2022,00:55:44,Night,0,Dec 2022
1690,LinkedIn,jobalerts-noreply@linkedin.com,Sun,11,Dec,2022,01:08:14,Night,1,Dec 2022
1691,Tripadvisor ,updates@mp1.tripadvisor.com,Sun,11,Dec,2022,07:05:00,Morning,0,Dec 2022
1692,Decathlon India ,communication@email.decathlon.in,Sat,10,Dec,2022,20:34:33,Evening,0,Dec 2022
1693,LinkedIn,jobalerts-noreply@linkedin.com,Sat,10,Dec,2022,01:01:25,Night,1,Dec 2022
1694,Team Scaler ,hello@scaler.com,Sat,10,Dec,2022,02:46:30,Night,0,Dec 2022
1695,EaseMyTrip ,info@easemytrip.com,Sat,10,Dec,2022,07:47:12,Morning,0,Dec 2022
1696,Goibibo ,noreply@content.goibibo.com,Sat,10,Dec,2022,09:38:46,Morning,1,Dec 2022
1697,Netflix ,info@mailer.netflix.com,Sat,10,Dec,2022,06:31:28,Morning,0,Dec 2022
1698,Myprotein ,info@n.myprotein.com,Sat,10,Dec,2022,05:30:10,Morning,0,Dec 2022
1699,Tripadvisor ,updates@mp1.tripadvisor.com,Sat,10,Dec,2022,04:53:33,Night,0,Dec 2022
1700,IRCTC,ecatering@irctc.co.in,Sat,10,Dec,2022,14:44:25,Afternoon,0,Dec 2022
1701,Coursera ,Coursera@email.coursera.org,Fri,9,Dec,2022,23:58:39,Night,0,Dec 2022
1702,LinkedIn,jobalerts-noreply@linkedin.com,Fri,9,Dec,2022,00:45:01,Night,1,Dec 2022
1703,EaseMyTrip ,info@easemytrip.com,Fri,9,Dec,2022,07:39:12,Morning,0,Dec 2022
1704,Google,noreply-local-guides@google.com,Fri,9,Dec,2022,00:16:11,Night,1,Dec 2022
1705,LinkedIn,updates-noreply@linkedin.com,Fri,9,Dec,2022,03:37:47,Night,1,Dec 2022
1706,LinkedIn,messages-noreply@linkedin.com,Fri,9,Dec,2022,03:33:24,Night,1,Dec 2022
1707,SpiceJet ,spicejet@web-spicejet.com,Fri,9,Dec,2022,13:53:22,Afternoon,0,Dec 2022
1708,Tripadvisor ,updates@mp1.tripadvisor.com,Fri,9,Dec,2022,04:44:38,Night,0,Dec 2022
1709,Netflix ,info@mailer.netflix.com,Fri,9,Dec,2022,02:32:09,Night,0,Dec 2022
1710,Zoom Video Communications ,teamzoom@zoom.us,Thu,8,Dec,2022,00:17:21,Night,0,Dec 2022
1711,Varsha from Prosple ,varsha@prosple.com,Thu,8,Dec,2022,00:06:41,Night,0,Dec 2022
1712,LinkedIn,jobalerts-noreply@linkedin.com,Thu,8,Dec,2022,00:49:21,Night,1,Dec 2022
1713,EaseMyTrip ,info@easemytrip.com,Thu,8,Dec,2022,12:09:41,Afternoon,0,Dec 2022
1714,Datacamp,team@datacamp.com,Thu,8,Dec,2022,07:11:33,Morning,0,Dec 2022
1715,NASA Mars ,no-reply-mars@jpl.nasa.gov,Thu,8,Dec,2022,02:46:04,Night,0,Dec 2022
1716,LinkedIn,updates-noreply@linkedin.com,Thu,8,Dec,2022,03:37:12,Night,1,Dec 2022
1717,Goibibo ,noreply@content.goibibo.com,Thu,8,Dec,2022,10:52:38,Morning,1,Dec 2022
1718,LinkedIn,jobs-listings@linkedin.com,Thu,8,Dec,2022,07:16:27,Morning,0,Dec 2022
1719,Anand Geethagovindan ,anand.geethagovindan@go.mathworks.com,Wed,7,Dec,2022,22:30:56,Night,0,Dec 2022
1720,Google,noreply-maps-timeline@google.com,Wed,7,Dec,2022,01:52:25,Night,1,Dec 2022
1721,Datacamp,team@datacamp.com,Wed,7,Dec,2022,01:33:18,Night,0,Dec 2022
1722,LinkedIn,jobalerts-noreply@linkedin.com,Wed,7,Dec,2022,00:54:45,Night,1,Dec 2022
1723,EaseMyTrip ,info@easemytrip.com,Wed,7,Dec,2022,14:04:33,Afternoon,0,Dec 2022
1724,Lenskart ,service@lenskart.in,Wed,7,Dec,2022,15:13:04,Afternoon,0,Dec 2022
1725,HackerRank Team ,no-reply@hackerrankmail.com,Wed,7,Dec,2022,02:58:57,Night,0,Dec 2022
1726,Team Scaler ,hello@scaler.com,Wed,7,Dec,2022,02:45:28,Night,0,Dec 2022
1727,BSNL Care -NZ ,BSNL@ndc.bsnl.co.in,Wed,7,Dec,2022,07:35:29,Morning,0,Dec 2022
1728,Google,noreply-local-guides@google.com,Wed,7,Dec,2022,18:34:56,Evening,1,Dec 2022
1729,Team Scaler ,hello@scaler.com,Wed,7,Dec,2022,07:31:10,Morning,0,Dec 2022
1730,Coursera ,Coursera@email.coursera.org,Tue,6,Dec,2022,23:44:09,Night,0,Dec 2022
1731,LinkedIn,jobalerts-noreply@linkedin.com,Tue,6,Dec,2022,00:50:52,Night,1,Dec 2022
1732,Datacamp,team@datacamp.com,Tue,6,Dec,2022,00:36:07,Night,0,Dec 2022
1733,Goibibo ,noreply@content.goibibo.com,Tue,6,Dec,2022,15:07:33,Afternoon,1,Dec 2022
1734,EaseMyTrip ,info@easemytrip.com,Tue,6,Dec,2022,09:47:09,Morning,0,Dec 2022
1735,Team Scaler ,hello@scaler.com,Tue,6,Dec,2022,03:32:36,Night,0,Dec 2022
1736,NPTEL ,onlinecourses@nptel.iitm.ac.in,Tue,6,Dec,2022,12:43:40,Afternoon,0,Dec 2022
1737,NPTEL ,onlinecourses@nptel.iitm.ac.in,Tue,6,Dec,2022,12:45:25,Afternoon,0,Dec 2022
1738,Coursera ,no-reply@m.mail.coursera.org,Tue,6,Dec,2022,08:45:16,Morning,0,Dec 2022
1739,LinkedIn,jobs-listings@linkedin.com,Tue,6,Dec,2022,07:32:53,Morning,0,Dec 2022
1740,Tripadvisor ,updates@mp1.tripadvisor.com,Tue,6,Dec,2022,04:42:30,Night,0,Dec 2022
1741,LinkedIn,jobalerts-noreply@linkedin.com,Mon,5,Dec,2022,01:02:24,Night,1,Dec 2022
1742,Coursera ,Coursera@email.coursera.org,Mon,5,Dec,2022,23:01:51,Night,0,Dec 2022
1743,Coursera ,Coursera@email.coursera.org,Mon,5,Dec,2022,21:04:34,Night,0,Dec 2022
1744,Coursera ,no-reply@m.mail.coursera.org,Mon,5,Dec,2022,09:04:10,Morning,0,Dec 2022
1745,Google,calendar-notification@google.com,Mon,5,Dec,2022,09:00:13,Morning,0,Dec 2022
1746,EaseMyTrip ,info@easemytrip.com,Mon,5,Dec,2022,10:29:45,Morning,0,Dec 2022
1747,SBI,sbiinfosec@communications.sbi.co.in,Mon,5,Dec,2022,15:20:10,Afternoon,0,Dec 2022
1748,LinkedIn,updates-noreply@linkedin.com,Mon,5,Dec,2022,03:37:16,Night,1,Dec 2022
1749,NPTEL ,onlinecourses@nptel.iitm.ac.in,Mon,5,Dec,2022,12:02:18,Afternoon,0,Dec 2022
1750,Amazon,no-reply@business.amazon.in,Mon,5,Dec,2022,01:26:44,Night,0,Dec 2022
1751,Tripadvisor ,updates@mp1.tripadvisor.com,Mon,5,Dec,2022,09:56:52,Morning,0,Dec 2022
1752,Goibibo ,noreply@content.goibibo.com,Mon,5,Dec,2022,10:07:36,Morning,1,Dec 2022
1753,Google,calendar-notification@google.com,Mon,5,Dec,2022,08:29:53,Morning,0,Dec 2022
1754,SpiceJet ,spicejet@web-spicejet.com,Mon,5,Dec,2022,13:06:02,Afternoon,0,Dec 2022
1755,Amazon,no-reply@business.amazon.in,Mon,5,Dec,2022,04:42:51,Night,0,Dec 2022
1756,Varsha from Prosple ,varsha@prosple.com,Sun,4,Dec,2022,00:31:35,Night,0,Dec 2022
1757,LinkedIn,jobalerts-noreply@linkedin.com,Sun,4,Dec,2022,00:51:12,Night,1,Dec 2022
1758,EaseMyTrip ,info@easemytrip.com,Sun,4,Dec,2022,11:35:32,Morning,0,Dec 2022
1759,Tripadvisor ,updates@mp1.tripadvisor.com,Sun,4,Dec,2022,09:53:32,Morning,0,Dec 2022
1760,EaseMyTrip ,info@easemytrip.com,Sun,4,Dec,2022,06:20:14,Morning,0,Dec 2022
1761,bsnlcare@ndc.bsnl.co.in,bsnlcare@ndc.bsnl.co.in,Sun,4,Dec,2022,09:48:48,Morning,0,Dec 2022
1762,Myprotein ,info@n.myprotein.com,Sun,4,Dec,2022,05:30:49,Morning,0,Dec 2022
1763,Uber ,uber@uber.com,Sun,4,Dec,2022,03:41:00,Night,0,Dec 2022
1764,LinkedIn,jobalerts-noreply@linkedin.com,Sat,3,Dec,2022,00:52:07,Night,1,Dec 2022
1765,EaseMyTrip ,info@easemytrip.com,Sat,3,Dec,2022,11:35:34,Morning,0,Dec 2022
1766,EaseMyTrip ,info@easemytrip.com,Sat,3,Dec,2022,07:19:32,Morning,0,Dec 2022
1767,SpiceJet ,spicejet@web-spicejet.com,Sat,3,Dec,2022,12:39:20,Afternoon,0,Dec 2022
1768,LinkedIn,jobalerts-noreply@linkedin.com,Fri,2,Dec,2022,00:52:56,Night,1,Dec 2022
1769,EaseMyTrip ,info@easemytrip.com,Fri,2,Dec,2022,13:36:38,Afternoon,0,Dec 2022
1770,LinkedIn,updates-noreply@linkedin.com,Fri,2,Dec,2022,03:44:07,Night,1,Dec 2022
1771,LinkedIn,messages-noreply@linkedin.com,Fri,2,Dec,2022,03:33:22,Night,1,Dec 2022
1772,=?utf-8?Q?MBAROI.in?= ,info@mbaroi.in,Fri,2,Dec,2022,12:19:59,Afternoon,0,Dec 2022
1773,Goibibo ,noreply@content.goibibo.com,Fri,2,Dec,2022,11:58:09,Morning,1,Dec 2022
1774,EaseMyTrip ,info@easemytrip.com,Fri,2,Dec,2022,06:23:33,Morning,0,Dec 2022
1775,Datacamp,team@datacamp.com,Fri,2,Dec,2022,06:30:03,Morning,0,Dec 2022
1776,pratiksha-rajkumar.babaleshwar@airbus.com,pratiksha-rajkumar.babaleshwar@airbus.com,Fri,2,Dec,2022,05:16:42,Morning,0,Dec 2022
1777,Google,calendar-notification@google.com,Fri,2,Dec,2022,04:30:09,Night,0,Dec 2022
1778,Varsha from Prosple ,varsha@prosple.com,Thu,1,Dec,2022,00:06:58,Night,0,Dec 2022
1779,Coursera ,Coursera@email.coursera.org,Thu,1,Dec,2022,23:43:19,Night,0,Dec 2022
1780,LinkedIn,jobalerts-noreply@linkedin.com,Thu,1,Dec,2022,00:58:48,Night,1,Dec 2022
1781,LinkedIn,linkedin@e.linkedin.com,Thu,1,Dec,2022,00:14:23,Night,0,Dec 2022
1782,EaseMyTrip ,info@easemytrip.com,Thu,1,Dec,2022,11:36:15,Morning,0,Dec 2022
1783,Dominos India ,do-not-reply@dominos.co.in,Thu,1,Dec,2022,03:53:05,Night,0,Dec 2022
